lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-28690_ses-1	1304.0	465.0	2327.0	1790.0	499.0	3437.0	5062.0	4258.0	1177.0	5302.0	2992.0	3488.0	2013.0	4045.0	807.0	1416.0	1494.0	762.0	1391.0	1599.0	4475.0	1178.0	5153.0	4086.0	711.0	5788.0	8604.0	4630.0	4681.0	5308.0	246.0	461.0	420.0	2837.0	94197.0	1259786.0	1764367.24294
sub-28691_ses-1	1031.0	663.0	2323.0	1662.0	442.0	3691.0	4943.0	4373.0	923.0	5959.0	3270.0	2993.0	2305.0	4037.0	771.0	1442.0	1405.0	898.0	1401.0	1401.0	3936.0	1089.0	4597.0	4266.0	1088.0	6895.0	6924.0	5308.0	4633.0	4321.0	300.0	571.0	485.0	2517.0	92834.0	1213297.0	1698831.48482
sub-28692_ses-1	1006.0	678.0	2388.0	1740.0	447.0	2897.0	5072.0	3776.0	1059.0	5925.0	2953.0	3051.0	1598.0	3783.0	1501.0	1413.0	1804.0	828.0	1563.0	1626.0	4111.0	1262.0	4596.0	3947.0	773.0	6935.0	7630.0	5660.0	4480.0	4371.0	304.0	551.0	395.0	3617.0	93739.0	1163330.0	1444995.23149
sub-28694_ses-1	1081.0	715.0	2170.0	1427.0	516.0	3473.0	4161.0	3695.0	1059.0	5593.0	2647.0	2831.0	1701.0	3527.0	734.0	1020.0	1897.0	568.0	1489.0	1372.0	2596.0	1195.0	5073.0	3992.0	845.0	6836.0	8592.0	4268.0	4109.0	2816.0	237.0	432.0	488.0	2995.0	86135.6	1207985.0	1695565.1466
sub-28695_ses-1	1304.0	642.0	2065.0	1459.0	376.0	3261.0	4107.0	3254.0	1068.0	5210.0	2938.0	3384.0	1772.0	3218.0	690.0	1513.0	1545.0	703.0	1593.0	1570.0	4291.0	1196.0	5027.0	4330.0	1001.0	5634.0	8601.0	5011.0	4763.0	4947.0	278.0	494.0	490.0	2501.0	90235.2	1227921.0	1633979.79124
sub-28696_ses-1	965.0	805.0	2255.0	1821.0	324.0	2868.0	4635.0	3336.0	1111.0	6331.0	2643.0	3292.0	1829.0	3268.0	728.0	1534.0	1535.0	727.0	1494.0	1529.0	3982.0	1475.0	4763.0	4036.0	906.0	6331.0	6647.0	4539.0	4078.0	3514.0	198.0	313.0	429.0	2733.0	86969.7	2197309.0	1522159.43229
sub-28697_ses-1	1009.0	117.0	2940.0	1719.0	377.0	2625.0	3990.0	2885.0	771.0	6016.0	3145.0	2675.0	2193.0	3295.0	919.0	1015.0	1941.0	948.0	1988.0	1558.0	4820.0	642.0	5945.0	3147.0	876.0	6152.0	7780.0	4208.0	5021.0	4021.0	235.0	623.0	575.0	4217.0	90337.5	1124228.0	2692426.8679
sub-28698_ses-1	1025.0	795.0	2775.0	2069.0	578.0	3659.0	4635.0	4777.0	1472.0	7469.0	3508.0	4167.0	2474.0	4348.0	783.0	1450.0	1647.0	922.0	1187.0	1846.0	4550.0	1310.0	5576.0	5084.0	1076.0	6615.0	8261.0	7469.0	4494.0	4730.0	313.0	550.0	429.0	2553.0	104597.0	1348160.0	1811084.94403
sub-28699_ses-1	1164.0	458.0	2138.0	1318.0	321.0	3048.0	5776.0	3735.0	1062.0	4620.0	2961.0	3009.0	1829.0	3800.0	622.0	1371.0	1527.0	698.0	1311.0	1477.0	4188.0	1169.0	4559.0	4073.0	696.0	6340.0	7914.0	5936.0	4359.0	5017.0	237.0	392.0	446.0	2426.0	89984.8	1161627.0	1575327.4885
sub-28700_ses-1	977.0	471.0	1659.0	1368.0	508.0	2697.0	5318.0	3085.0	723.0	4583.0	2324.0	2274.0	1593.0	2885.0	632.0	1014.0	1290.0	557.0	1155.0	1216.0	3313.0	873.0	4126.0	3228.0	610.0	4540.0	5618.0	4940.0	3435.0	3669.0	218.0	370.0	371.0	1854.0	73490.0	977976.0	1268700.58893
sub-28701_ses-1	1181.0	746.0	2212.0	1595.0	527.0	3271.0	5507.0	4637.0	915.0	6043.0	2977.0	3752.0	2483.0	4066.0	829.0	1469.0	1889.0	794.0	1644.0	1552.0	4402.0	1234.0	4933.0	4110.0	1248.0	7925.0	8552.0	6846.0	4351.0	4647.0	325.0	556.0	458.0	2292.0	99956.4	1339267.0	1823686.46507
sub-28702_ses-1	1073.0	834.0	2043.0	2015.0	298.0	3197.0	4905.0	3420.0	1165.0	5749.0	2622.0	3034.0	2009.0	3375.0	685.0	1231.0	1107.0	534.0	983.0	1998.0	4777.0	1090.0	5020.0	3731.0	971.0	5031.0	5875.0	5438.0	4046.0	3739.0	172.0	329.0	426.0	2440.0	85332.6	2142642.0	1429762.08831
sub-28703_ses-1	711.0	712.0	2071.0	1609.0	407.0	2281.0	3420.0	2486.0	1054.0	4862.0	2327.0	3313.0	1885.0	2707.0	640.0	1243.0	1490.0	614.0	1270.0	1500.0	3396.0	1029.0	4552.0	3383.0	699.0	5058.0	5861.0	4273.0	3939.0	3318.0	222.0	467.0	393.0	1974.0	75164.8	975983.0	1366091.78573
sub-28704_ses-1	986.0	772.0	2285.0	1231.0	298.0	3152.0	5153.0	3966.0	1089.0	5082.0	2715.0	2849.0	1762.0	3832.0	807.0	1278.0	1614.0	765.0	1675.0	1119.0	3715.0	1168.0	4614.0	4769.0	950.0	6459.0	6820.0	5857.0	4205.0	4653.0	215.0	438.0	411.0	2540.0	89075.1	1127125.0	1552769.06928
sub-28705_ses-1	1294.0	859.0	2738.0	1597.0	735.0	3746.0	4513.0	4117.0	934.0	6646.0	3112.0	3657.0	2143.0	3627.0	778.0	1449.0	1581.0	796.0	1578.0	1927.0	4118.0	1583.0	5588.0	5064.0	1065.0	7839.0	8349.0	6089.0	4655.0	4385.0	310.0	541.0	459.0	2795.0	100658.0	1279308.0	1675952.13861
sub-28705_ses-2	1329.0	858.0	2799.0	1001.0	506.0	3936.0	4574.0	3645.0	1288.0	5957.0	3063.0	2999.0	2320.0	3377.0	781.0	1302.0	1477.0	703.0	1555.0	2243.0	3506.0	1482.0	5604.0	5359.0	1060.0	8262.0	8327.0	4343.0	4179.0	4337.0	229.0	404.0	414.0	2410.0	81317.7	990263.0	1664749.735
sub-28706_ses-1	1059.0	449.0	2059.0	1323.0	485.0	3107.0	4395.0	3324.0	1137.0	4681.0	2712.0	2915.0	1881.0	3547.0	655.0	1013.0	1826.0	629.0	1351.0	1149.0	3437.0	888.0	4014.0	3859.0	581.0	5951.0	6357.0	5210.0	3802.0	3705.0	165.0	397.0	387.0	2224.0	80668.8	2021004.0	1354973.59986
sub-28707_ses-1	1111.0	819.0	2135.0	1728.0	344.0	3379.0	4304.0	4339.0	1064.0	4874.0	2966.0	3365.0	2150.0	3735.0	712.0	1291.0	1794.0	853.0	1758.0	1600.0	3935.0	1247.0	4870.0	4433.0	804.0	6044.0	6845.0	6214.0	4234.0	5139.0	241.0	536.0	440.0	2642.0	91942.5	1140814.0	1505038.07575
sub-28708_ses-1	813.0	650.0	2094.0	1340.0	334.0	2943.0	4197.0	3054.0	968.0	5260.0	2685.0	2973.0	1624.0	2941.0	653.0	1325.0	1249.0	716.0	1045.0	1361.0	3784.0	1027.0	4967.0	3132.0	807.0	5799.0	6992.0	5201.0	3459.0	3207.0	242.0	480.0	459.0	2179.0	79949.8	1002701.0	1357024.09912
sub-28709_ses-1	1201.0	613.0	2948.0	1601.0	563.0	3814.0	4827.0	4739.0	1026.0	5481.0	2977.0	2875.0	1922.0	4273.0	605.0	1599.0	1832.0	795.0	1604.0	1522.0	4563.0	1301.0	5376.0	3947.0	816.0	6550.0	8189.0	6150.0	4953.0	5221.0	302.0	523.0	578.0	2926.0	98201.4	1219461.0	1738261.56336
sub-28710_ses-1	1058.0	482.0	1800.0	1476.0	440.0	3144.0	4854.0	3266.0	816.0	5137.0	2390.0	3015.0	1579.0	3363.0	594.0	1182.0	1167.0	576.0	956.0	1414.0	3856.0	876.0	4596.0	3713.0	736.0	4252.0	7013.0	5625.0	3197.0	4319.0	253.0	440.0	357.0	2253.0	79799.8	1001881.0	1398659.66589
sub-28711_ses-1	819.0	614.0	2086.0	1242.0	345.0	2698.0	4908.0	3852.0	1055.0	3336.0	1976.0	2039.0	1346.0	2173.0	511.0	1116.0	1453.0	674.0	1466.0	1154.0	3721.0	1132.0	4464.0	3767.0	619.0	5389.0	6734.0	5564.0	2554.0	3441.0	176.0	381.0	372.0	2877.0	76038.5	1920335.0	1408496.98901
sub-28712_ses-1	1027.0	737.0	2738.0	1776.0	367.0	3136.0	4714.0	4270.0	1266.0	6339.0	3010.0	3796.0	1987.0	3736.0	661.0	1421.0	1820.0	829.0	1818.0	1522.0	4258.0	1394.0	5474.0	4215.0	931.0	7964.0	7829.0	5669.0	4315.0	4493.0	234.0	529.0	623.0	2848.0	97745.3	1245289.0	1647439.78636
sub-28713_ses-1	1049.0	812.0	2636.0	1576.0	418.0	3201.0	4911.0	4494.0	1172.0	4847.0	2552.0	2637.0	1816.0	3821.0	502.0	1258.0	1839.0	699.0	1589.0	1204.0	4260.0	1668.0	4726.0	3881.0	772.0	6514.0	7538.0	5991.0	3552.0	3516.0	275.0	403.0	417.0	2308.0	88582.8	1147083.0	1514288.68261
sub-28714_ses-1	883.0	574.0	1788.0	1380.0	354.0	2370.0	3789.0	2689.0	681.0	4251.0	2293.0	2559.0	1620.0	2937.0	620.0	1079.0	1580.0	620.0	1288.0	1451.0	3204.0	952.0	4199.0	3086.0	615.0	5568.0	6988.0	4514.0	3344.0	3314.0	236.0	446.0	371.0	2100.0	73715.7	1004157.0	2019815.69733
sub-28715_ses-1	1114.0	606.0	2112.0	1439.0	333.0	3066.0	4439.0	3381.0	1064.0	5385.0	2411.0	2991.0	1850.0	3176.0	614.0	1261.0	1459.0	733.0	1585.0	1365.0	4445.0	1019.0	4799.0	3777.0	933.0	5429.0	6871.0	5062.0	3894.0	3777.0	235.0	458.0	401.0	2419.0	83882.4	1050737.0	1580377.89047
sub-28716_ses-1	998.0	561.0	2120.0	1512.0	291.0	2637.0	4543.0	2760.0	944.0	5152.0	2457.0	2984.0	1584.0	2780.0	554.0	1245.0	1651.0	709.0	1630.0	1386.0	3593.0	1167.0	4275.0	3183.0	653.0	5309.0	6572.0	4722.0	3180.0	3034.0	242.0	388.0	340.0	2207.0	77353.2	962296.0	1325220.12006
sub-28717_ses-1	873.0	569.0	2364.0	1364.0	379.0	3194.0	5056.0	3622.0	846.0	5072.0	2805.0	3063.0	1932.0	3534.0	668.0	1307.0	1551.0	670.0	1320.0	1219.0	4080.0	1206.0	4642.0	3350.0	806.0	5781.0	7154.0	4918.0	3943.0	4322.0	251.0	477.0	447.0	2338.0	85121.9	1103734.0	1532810.01014
sub-28718_ses-1	977.0	683.0	2605.0	1425.0	451.0	3229.0	4566.0	3925.0	1136.0	5078.0	3054.0	3127.0	1875.0	3343.0	716.0	1135.0	1431.0	776.0	1459.0	1530.0	4088.0	1259.0	4967.0	4108.0	803.0	6717.0	7156.0	5842.0	4482.0	4807.0	285.0	368.0	461.0	2696.0	90557.6	1114674.0	1542241.18403
sub-28719_ses-1	893.0	741.0	2579.0	1553.0	455.0	3058.0	4206.0	3621.0	1005.0	4465.0	2668.0	3057.0	2059.0	3183.0	643.0	1589.0	1613.0	723.0	1491.0	1837.0	3844.0	1413.0	4486.0	3508.0	985.0	6027.0	7582.0	6125.0	3804.0	4655.0	232.0	449.0	436.0	2259.0	87242.7	1087975.0	1465009.0478
sub-28720_ses-1	1237.0	606.0	2479.0	2061.0	550.0	3459.0	4553.0	3429.0	1207.0	7030.0	3052.0	3621.0	2032.0	3897.0	606.0	1275.0	2053.0	763.0	1809.0	1648.0	4164.0	1327.0	4928.0	3811.0	834.0	7138.0	9331.0	5692.0	4690.0	4021.0	284.0	546.0	577.0	3135.0	97756.5	1333057.0	1825022.50597
sub-28721_ses-1	1064.0	808.0	2692.0	1770.0	503.0	3629.0	5671.0	3813.0	1472.0	6005.0	3192.0	3665.0	2167.0	3756.0	794.0	1536.0	1932.0	797.0	1644.0	1723.0	4948.0	1531.0	5249.0	4674.0	1113.0	6338.0	8809.0	5788.0	4458.0	3736.0	240.0	490.0	454.0	2638.0	99094.9	1261439.0	1745026.88529
sub-28722_ses-1	872.0	580.0	2308.0	1369.0	398.0	2906.0	4155.0	2821.0	996.0	5493.0	2349.0	2658.0	1942.0	2915.0	757.0	1311.0	1529.0	559.0	1226.0	1082.0	3678.0	1331.0	4278.0	3680.0	806.0	4865.0	7299.0	5391.0	4084.0	4075.0	241.0	452.0	497.0	2358.0	81261.5	1051341.0	1397368.85446
sub-28723_ses-1	1128.0	579.0	2447.0	1520.0	493.0	3268.0	4970.0	3568.0	1101.0	5554.0	2489.0	3858.0	2107.0	3504.0	800.0	1362.0	1478.0	722.0	1408.0	1545.0	4245.0	1183.0	4838.0	3771.0	795.0	5546.0	6110.0	5618.0	3775.0	3799.0	205.0	469.0	393.0	2483.0	87124.6	1195334.0	1626779.12801
sub-28724_ses-1	1075.0	665.0	2186.0	1474.0	310.0	3085.0	4639.0	3325.0	866.0	5583.0	2241.0	3193.0	1333.0	2984.0	519.0	1249.0	1315.0	595.0	1241.0	1331.0	3802.0	1035.0	4570.0	3541.0	575.0	6233.0	6677.0	5256.0	3563.0	3800.0	234.0	421.0	400.0	1924.0	81232.6	1016985.0	1369750.74659
sub-28725_ses-1	928.0	667.0	2591.0	1428.0	568.0	3288.0	6320.0	4114.0	1042.0	4673.0	3123.0	2605.0	2352.0	4280.0	881.0	1449.0	1658.0	739.0	1327.0	1213.0	4608.0	1299.0	5429.0	4385.0	924.0	6287.0	8371.0	6947.0	4819.0	4696.0	251.0	572.0	474.0	2601.0	96604.8	1309320.0	1842794.87456
sub-28726_ses-1	1068.0	576.0	1978.0	1550.0	627.0	3725.0	4822.0	4509.0	1005.0	5696.0	3273.0	3639.0	2137.0	3860.0	581.0	1228.0	1362.0	871.0	1424.0	1743.0	4189.0	1074.0	4453.0	3527.0	1082.0	6976.0	7187.0	5408.0	4631.0	4356.0	277.0	538.0	470.0	2727.0	92557.3	1284455.0	1743482.20627
sub-28727_ses-1	1138.0	756.0	2040.0	1510.0	345.0	3401.0	4413.0	3490.0	1112.0	5367.0	2732.0	2716.0	1887.0	3654.0	656.0	1390.0	1483.0	680.0	1373.0	1354.0	3980.0	1411.0	4229.0	4041.0	923.0	5786.0	7526.0	5255.0	4240.0	4536.0	251.0	374.0	444.0	2533.0	87025.2	1160010.0	1642829.5626
sub-28728_ses-1	1467.0	784.0	3118.0	1553.0	355.0	3192.0	6046.0	3017.0	1550.0	5502.0	3173.0	2970.0	1624.0	3938.0	584.0	1433.0	1933.0	704.0	1582.0	1311.0	5451.0	1292.0	5864.0	4164.0	982.0	6197.0	8242.0	5566.0	5147.0	4099.0	199.0	384.0	713.0	2704.0	96805.6	2404245.0	1712626.68994
sub-28729_ses-1	1102.0	634.0	2063.0	1668.0	431.0	2784.0	4035.0	3802.0	985.0	5003.0	2753.0	2894.0	1992.0	3781.0	700.0	1145.0	1781.0	792.0	1614.0	1610.0	3300.0	1144.0	3874.0	3797.0	762.0	8050.0	8829.0	3647.0	4520.0	3430.0	264.0	452.0	579.0	2419.0	86628.7	1124646.0	1559070.61717
sub-28730_ses-1	1523.0	571.0	2828.0	1885.0	388.0	3338.0	6329.0	4093.0	1032.0	5487.0	3000.0	3579.0	1932.0	4479.0	638.0	1168.0	1801.0	835.0	1249.0	1779.0	4068.0	1173.0	5230.0	3832.0	1021.0	7615.0	8528.0	5616.0	4375.0	4467.0	277.0	461.0	490.0	2265.0	97351.4	1263485.0	1719264.28414
sub-28731_ses-1	1033.0	484.0	2439.0	1826.0	353.0	3117.0	4802.0	3258.0	1182.0	5759.0	2554.0	3167.0	1599.0	3354.0	634.0	1323.0	1672.0	691.0	1185.0	1867.0	3926.0	1180.0	4595.0	3731.0	763.0	5702.0	7111.0	5705.0	4468.0	3636.0	176.0	359.0	402.0	2185.0	86206.9	2126354.0	1434336.98726
sub-28732_ses-1	917.0	810.0	1897.0	1725.0	386.0	3216.0	4367.0	3234.0	1033.0	4751.0	2877.0	3163.0	2003.0	2859.0	501.0	1325.0	1523.0	794.0	1444.0	1603.0	4210.0	1275.0	4695.0	4239.0	923.0	6216.0	7226.0	5358.0	3574.0	4448.0	278.0	479.0	431.0	2429.0	86060.5	1109769.0	1520384.28102
sub-28733_ses-1	994.0	432.0	1812.0	1578.0	575.0	3845.0	5008.0	3323.0	949.0	5131.0	2993.0	3362.0	2024.0	3385.0	721.0	1355.0	1732.0	850.0	1478.0	1560.0	4182.0	1088.0	4374.0	4049.0	743.0	5793.0	7362.0	5682.0	4823.0	4251.0	311.0	472.0	644.0	2316.0	89196.0	1157502.0	1578873.14749
sub-28741	1313.0	857.0	2610.0	1647.0	391.0	3645.0	4968.0	3970.0	1298.0	5481.0	3023.0	3984.0	2350.0	3944.0	663.0	1513.0	1799.0	836.0	1673.0	1659.0	4963.0	1469.0	5311.0	4301.0	1060.0	7860.0	7939.0	5272.0	4561.0	5399.0	275.0	459.0	456.0	2635.0	99568.0	1193460.0	1465344.15821
sub-28742	1192.0	565.0	2594.0	1457.0	406.0	3456.0	4692.0	3569.0	1035.0	5892.0	2666.0	2344.0	1403.0	3526.0	721.0	1262.0	1537.0	696.0	1375.0	1389.0	4466.0	1409.0	5036.0	4026.0	914.0	5383.0	7675.0	4974.0	4247.0	4328.0	193.0	488.0	488.0	2793.0	88191.5	1178357.0	1457125.15452
sub-28743	978.0	562.0	2255.0	1579.0	415.0	3258.0	4661.0	3730.0	871.0	5196.0	2569.0	2714.0	1876.0	3445.0	615.0	1204.0	1541.0	680.0	1252.0	1308.0	4003.0	1019.0	4996.0	3365.0	655.0	5977.0	6716.0	5021.0	3675.0	2961.0	269.0	436.0	423.0	2042.0	81943.1	1112032.0	1414574.39511
sub-28744	1007.0	693.0	3377.0	1740.0	478.0	3070.0	5423.0	4649.0	1333.0	5653.0	2957.0	4267.0	1801.0	4265.0	669.0	1630.0	2236.0	652.0	1441.0	1913.0	5450.0	1435.0	6069.0	4684.0	1034.0	6351.0	9037.0	6475.0	4494.0	3996.0	233.0	521.0	453.0	2215.0	101681.0	1289968.0	1625382.13692
sub-28745	1217.0	668.0	2468.0	1442.0	463.0	2727.0	4487.0	3840.0	1070.0	5651.0	2784.0	2246.0	2117.0	3475.0	736.0	1189.0	1804.0	703.0	1450.0	1093.0	4331.0	1337.0	5246.0	3469.0	719.0	5860.0	6879.0	4984.0	4687.0	4571.0	283.0	410.0	623.0	2335.0	87345.0	1173985.0	1507679.60791
sub-28746	1393.0	543.0	2779.0	1618.0	325.0	3293.0	5720.0	3588.0	1249.0	5061.0	3082.0	2890.0	1967.0	3842.0	727.0	1695.0	1358.0	831.0	1431.0	1535.0	5304.0	1262.0	6029.0	4968.0	949.0	6345.0	7679.0	6121.0	4924.0	6507.0	276.0	399.0	475.0	2347.0	98497.8	1260873.0	1563028.20933
sub-28747	1657.0	478.0	2227.0	1389.0	589.0	3352.0	5880.0	3217.0	1251.0	5777.0	3035.0	3203.0	2063.0	3751.0	680.0	1392.0	1609.0	699.0	1157.0	1369.0	5069.0	1370.0	5353.0	4225.0	686.0	5358.0	7790.0	5246.0	4583.0	5804.0	242.0	394.0	492.0	2427.0	93803.5	1167590.0	1510300.6976
sub-28748	1147.0	523.0	2592.0	2013.0	369.0	4164.0	5374.0	4303.0	912.0	5660.0	3290.0	3519.0	1989.0	3664.0	690.0	1727.0	1877.0	824.0	1625.0	1796.0	4301.0	1267.0	5156.0	4234.0	1137.0	6764.0	9119.0	6650.0	4304.0	4610.0	291.0	442.0	416.0	2619.0	99362.9	1232269.0	1652514.99215
sub-28749	1067.0	515.0	2457.0	1559.0	373.0	2918.0	4619.0	2859.0	983.0	5516.0	2716.0	2790.0	1719.0	2906.0	620.0	1123.0	1510.0	662.0	1232.0	1638.0	4028.0	939.0	4908.0	3537.0	703.0	5264.0	7874.0	4745.0	4011.0	3710.0	238.0	357.0	439.0	2273.0	82803.9	1010990.0	1315132.55113
